0.0
0.005
0.01
0.015
0.02
0.025
0.03
0.035
0.04
0.045
0.05
0.055
0.06
0.065
0.07
0.075
0.08
0.085
0.09
0.095
0.1
0.105
0.11
0.12
0.13
0.14
0.15
0.16
0.18
0.2
0.22
0.24
0.26
0.28
0.3
0.33
0.36
0.39
0.42
0.45
0.5
0.55
0.6
0.65
0.7
0.75
0.8
0.85
0.9
0.95
1.0
